Application:, Trigno Discover (2.0.1.2)
Date/Time:, 7/3/2025 10:45:47 AM
Collection Length (seconds):, 44.847
Bicep_R (83254), , , , , , , , , , , , , , Tricep_R (83087)
sensor mode: 50, , , , , , , , , , , , , , sensor mode: 50
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz
, 0.0007941176470588235 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.0007941176470588235 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
23.8100294, -0.0140993, , , , , , , , , , , , , 23.8100294, 0.0109102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8108235, -0.01561, , , , , , , , , , , , , 23.8108235, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8116176, -0.0179599, , , , , , , , , , , , , 23.8116176, 0.0043641, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8124118, -0.0159457, , , , , , , , , , , , , 23.8124118, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8132059, -0.0127565, , , , , , , , , , , , , 23.8132059, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.814, -0.0092317, , , , , , , , , , , , , 23.814, 0.0095674, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8147941, -0.0041962, , , , , , , , , , , , , 23.8147941, 0.0152743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8155882, -0.0011749, , , , , , , , , , , , , 23.8155882, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8163824, -0.0028534, , , , , , , , , , , , , 23.8163824, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8171765, -0.005539, , , , , , , , , , , , , 23.8171765, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8179706, -0.0058747, , , , , , , , , , , , , 23.8179706, 0.0129244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8187647, -0.005539, , , , , , , , , , , , , 23.8187647, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8195588, -0.0043641, , , , , , , , , , , , , 23.8195588, 0.0162814, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8203529, -0.0077211, , , , , , , , , , , , , 23.8203529, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8211471, -0.0115816, , , , , , , , , , , , , 23.8211471, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8219412, -0.0129244, , , , , , , , , , , , , 23.8219412, 0.0129244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8227353, -0.012253, , , , , , , , , , , , , 23.8227353, 0.0129244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8235294, -0.0109102, , , , , , , , , , , , , 23.8235294, 0.012253, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8243235, -0.0104067, , , , , , , , , , , , , 23.8243235, 0.0146029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8251176, -0.0082246, , , , , , , , , , , , , 23.8251176, 0.0146029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8259118, -0.0068818, , , , , , , , , , , , , 23.8259118, 0.012253, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8267059, -0.0035248, , , , , , , , , , , , , 23.8267059, 0.0179599, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8275, -0.0035248, , , , , , , , , , , , , 23.8275, 0.0184634, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8282941, -0.0048676, , , , , , , , , , , , , 23.8282941, 0.0135958, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8290882, -0.0058747, , , , , , , , , , , , , 23.8290882, 0.0146029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8298824, -0.0085603, , , , , , , , , , , , , 23.8298824, 0.0154421, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8306765, -0.0119173, , , , , , , , , , , , , 23.8306765, 0.0151064, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8314706, -0.0129244, , , , , , , , , , , , , 23.8314706, 0.0095674, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8322647, -0.0102388, , , , , , , , , , , , , 23.8322647, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8330588, -0.0119173, , , , , , , , , , , , , 23.8330588, 0.0109102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8338529, -0.01561, , , , , , , , , , , , , 23.8338529, 0.0023499, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8346471, -0.0139315, , , , , , , , , , , , , 23.8346471, 0.0031891, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8354412, -0.0149386, , , , , , , , , , , , , 23.8354412, 0.0062104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8362353, -0.018967, , , , , , , , , , , , , 23.8362353, 0.0052033, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8370294, -0.0166171, , , , , , , , , , , , , 23.8370294, 0.0085603, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8378235, -0.0132601, , , , , , , , , , , , , 23.8378235, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8386176, -0.0115816, , , , , , , , , , , , , 23.8386176, 0.0018463, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8394118, -0.0077211, , , , , , , , , , , , , 23.8394118, 0.0025177, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8402059, -0.0062104, , , , , , , , , , , , , 23.8402059, 0.0115816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.841, -0.0052033, , , , , , , , , , , , , 23.841, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8417941, -0.0041962, , , , , , , , , , , , , 23.8417941, 0.0139315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8425882, 0.0001678, , , , , , , , , , , , , 23.8425882, 0.0169528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8433824, -0.0018463, , , , , , , , , , , , , 23.8433824, 0.0208133, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8441765, -0.0036927, , , , , , , , , , , , , 23.8441765, 0.0196384, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8449706, -0.0015106, , , , , , , , , , , , , 23.8449706, 0.0196384, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8457647, -0.0015106, , , , , , , , , , , , , 23.8457647, 0.021149, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8465588, -0.0005035, , , , , , , , , , , , , 23.8465588, 0.0209812, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8473529, -0.002182, , , , , , , , , , , , , 23.8473529, 0.0193027, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8481471, -0.0035248, , , , , , , , , , , , , 23.8481471, 0.0199741, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8489412, -0.002182, , , , , , , , , , , , , 23.8489412, 0.0199741, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8497353, -0.0025177, , , , , , , , , , , , , 23.8497353, 0.0194705, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8505294, -0.0048676, , , , , , , , , , , , , 23.8505294, 0.0171206, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8513235, -0.0062104, , , , , , , , , , , , , 23.8513235, 0.0142672, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8521176, -0.0078889, , , , , , , , , , , , , 23.8521176, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8529118, -0.0109102, , , , , , , , , , , , , 23.8529118, 0.0065461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8537059, -0.011078, , , , , , , , , , , , , 23.8537059, 0.0073854, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8545, -0.0119173, , , , , , , , , , , , , 23.8545, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8552941, -0.0109102, , , , , , , , , , , , , 23.8552941, 0.0072175, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8560882, -0.0109102, , , , , , , , , , , , , 23.8560882, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8568824, -0.0095674, , , , , , , , , , , , , 23.8568824, 0.008896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8576765, -0.0085603, , , , , , , , , , , , , 23.8576765, 0.0065461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8584706, -0.0092317, , , , , , , , , , , , , 23.8584706, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8592647, -0.012253, , , , , , , , , , , , , 23.8592647, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8600588, -0.0135958, , , , , , , , , , , , , 23.8600588, 0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8608529, -0.0129244, , , , , , , , , , , , , 23.8608529, 0.0077211, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8616471, -0.0127565, , , , , , , , , , , , , 23.8616471, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8624412, -0.0115816, , , , , , , , , , , , , 23.8624412, 0.0137636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8632353, -0.0095674, , , , , , , , , , , , , 23.8632353, 0.01561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8640294, -0.008896, , , , , , , , , , , , , 23.8640294, 0.0124208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8648235, -0.0075532, , , , , , , , , , , , , 23.8648235, 0.0124208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8656176, -0.0095674, , , , , , , , , , , , , 23.8656176, 0.0135958, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8664118, -0.0072175, , , , , , , , , , , , , 23.8664118, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8672059, -0.0065461, , , , , , , , , , , , , 23.8672059, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.868, -0.0062104, , , , , , , , , , , , , 23.868, 0.0203098, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8687941, -0.0078889, , , , , , , , , , , , , 23.8687941, 0.0182956, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8695882, -0.0043641, , , , , , , , , , , , , 23.8695882, 0.0166171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8703824, -0.0025177, , , , , , , , , , , , , 23.8703824, 0.017792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8711765, -0.0065461, , , , , , , , , , , , , 23.8711765, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8719706, -0.0058747, , , , , , , , , , , , , 23.8719706, 0.011078, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8727647, -0.0052033, , , , , , , , , , , , , 23.8727647, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8735588, -0.0058747, , , , , , , , , , , , , 23.8735588, 0.0085603, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8743529, -0.0082246, , , , , , , , , , , , , 23.8743529, 0.0065461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8751471, -0.0078889, , , , , , , , , , , , , 23.8751471, 0.0038605, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8759412, -0.0063783, , , , , , , , , , , , , 23.8759412, 0.0057069, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8767353, -0.0092317, , , , , , , , , , , , , 23.8767353, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8775294, -0.008896, , , , , , , , , , , , , 23.8775294, 0.0082246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8783235, -0.0102388, , , , , , , , , , , , , 23.8783235, 0.0075532, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8791176, -0.0109102, , , , , , , , , , , , , 23.8791176, 0.0070497, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8799118, -0.0152743, , , , , , , , , , , , , 23.8799118, 0.0080568, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8807059, -0.01561, , , , , , , , , , , , , 23.8807059, 0.0068818, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8815, -0.0169528, , , , , , , , , , , , , 23.8815, 0.0045319, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8822941, -0.01561, , , , , , , , , , , , , 23.8822941, 0.0025177, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8830882, -0.0169528, , , , , , , , , , , , , 23.8830882, 0.0045319, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8838824, -0.0127565, , , , , , , , , , , , , 23.8838824, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8846765, -0.0092317, , , , , , , , , , , , , 23.8846765, 0.0149386, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8854706, -0.008896, , , , , , , , , , , , , 23.8854706, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8862647, -0.0112459, , , , , , , , , , , , , 23.8862647, 0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8870588, -0.0048676, , , , , , , , , , , , , 23.8870588, 0.0137636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8878529, -0.0011749, , , , , , , , , , , , , 23.8878529, 0.0176242, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8886471, -0.0038605, , , , , , , , , , , , , 23.8886471, 0.0226596, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8894412, -0.0058747, , , , , , , , , , , , , 23.8894412, 0.0229953, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8902353, -0.0082246, , , , , , , , , , , , , 23.8902353, 0.0196384, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8910294, -0.008896, , , , , , , , , , , , , 23.8910294, 0.0179599, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8918235, -0.0109102, , , , , , , , , , , , , 23.8918235, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8926176, -0.010071, , , , , , , , , , , , , 23.8926176, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8934118, -0.0102388, , , , , , , , , , , , , 23.8934118, 0.011078, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8942059, -0.012253, , , , , , , , , , , , , 23.8942059, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.895, -0.012253, , , , , , , , , , , , , 23.895, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8957941, -0.0125887, , , , , , , , , , , , , 23.8957941, 0.014435, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8965882, -0.012253, , , , , , , , , , , , , 23.8965882, 0.0134279, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8973824, -0.012253, , , , , , , , , , , , , 23.8973824, 0.0149386, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8981765, -0.0105745, , , , , , , , , , , , , 23.8981765, 0.0151064, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8989706, -0.0112459, , , , , , , , , , , , , 23.8989706, 0.0129244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.8997647, -0.0095674, , , , , , , , , , , , , 23.8997647, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9005588, -0.005539, , , , , , , , , , , , , 23.9005588, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9013529, -0.0045319, , , , , , , , , , , , , 23.9013529, 0.0112459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9021471, -0.0028534, , , , , , , , , , , , , 23.9021471, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9029412, -0.0001678, , , , , , , , , , , , , 23.9029412, 0.0112459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9037353, 0.0068818, , , , , , , , , , , , , 23.9037353, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9045294, 0.0068818, , , , , , , , , , , , , 23.9045294, 0.0115816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9053235, 0.002182, , , , , , , , , , , , , 23.9053235, 0.0181277, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9061176, -0.0041962, , , , , , , , , , , , , 23.9061176, 0.0176242, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9069118, -0.0063783, , , , , , , , , , , , , 23.9069118, 0.0139315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9077059, -0.008896, , , , , , , , , , , , , 23.9077059, 0.0152743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9085, -0.0092317, , , , , , , , , , , , , 23.9085, 0.0149386, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9092941, -0.0125887, , , , , , , , , , , , , 23.9092941, 0.0152743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9100882, -0.0129244, , , , , , , , , , , , , 23.9100882, 0.0146029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9108824, -0.0132601, , , , , , , , , , , , , 23.9108824, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9116765, -0.0159457, , , , , , , , , , , , , 23.9116765, 0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9124706, -0.0154421, , , , , , , , , , , , , 23.9124706, 0.0151064, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9132647, -0.0124208, , , , , , , , , , , , , 23.9132647, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9140588, -0.0117494, , , , , , , , , , , , , 23.9140588, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9148529, -0.0115816, , , , , , , , , , , , , 23.9148529, 0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9156471, -0.01561, , , , , , , , , , , , , 23.9156471, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9164412, -0.0182956, , , , , , , , , , , , , 23.9164412, 0.0097353, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9172353, -0.0186313, , , , , , , , , , , , , 23.9172353, 0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9180294, -0.0140993, , , , , , , , , , , , , 23.9180294, 0.010071, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9188235, -0.0095674, , , , , , , , , , , , , 23.9188235, 0.0095674, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9196176, -0.0068818, , , , , , , , , , , , , 23.9196176, 0.0109102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9204118, -0.005539, , , , , , , , , , , , , 23.9204118, 0.0107424, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9212059, -0.0043641, , , , , , , , , , , , , 23.9212059, 0.012253, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.922, -0.0041962, , , , , , , , , , , , , 23.922, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9227941, -0.0052033, , , , , , , , , , , , , 23.9227941, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9235882, -0.0065461, , , , , , , , , , , , , 23.9235882, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9243824, -0.0052033, , , , , , , , , , , , , 23.9243824, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9251765, -0.0035248, , , , , , , , , , , , , 23.9251765, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9259706, -0.002182, , , , , , , , , , , , , 23.9259706, 0.011078, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9267647, -0.0068818, , , , , , , , , , , , , 23.9267647, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9275588, -0.0087282, , , , , , , , , , , , , 23.9275588, 0.0112459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9283529, -0.0068818, , , , , , , , , , , , , 23.9283529, 0.0182956, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9291471, -0.005539, , , , , , , , , , , , , 23.9291471, 0.0196384, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9299412, -0.0072175, , , , , , , , , , , , , 23.9299412, 0.0179599, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9307353, -0.0082246, , , , , , , , , , , , , 23.9307353, 0.0139315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9315294, -0.0102388, , , , , , , , , , , , , 23.9315294, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9323235, -0.0129244, , , , , , , , , , , , , 23.9323235, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9331176, -0.0137636, , , , , , , , , , , , , 23.9331176, 0.0075532, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9339118, -0.0119173, , , , , , , , , , , , , 23.9339118, 0.0062104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9347059, -0.008896, , , , , , , , , , , , , 23.9347059, 0.0058747, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9355, -0.0078889, , , , , , , , , , , , , 23.9355, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9362941, -0.0068818, , , , , , , , , , , , , 23.9362941, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9370882, -0.0078889, , , , , , , , , , , , , 23.9370882, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9378824, -0.0115816, , , , , , , , , , , , , 23.9378824, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9386765, -0.0130922, , , , , , , , , , , , , 23.9386765, 0.0124208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9394706, -0.0159457, , , , , , , , , , , , , 23.9394706, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9402647, -0.0162814, , , , , , , , , , , , , 23.9402647, 0.0075532, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9410588, -0.0132601, , , , , , , , , , , , , 23.9410588, 0.0065461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9418529, -0.011078, , , , , , , , , , , , , 23.9418529, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9426471, -0.0082246, , , , , , , , , , , , , 23.9426471, 0.0085603, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9434412, -0.0075532, , , , , , , , , , , , , 23.9434412, 0.0062104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9442353, -0.0082246, , , , , , , , , , , , , 23.9442353, 0.0052033, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9450294, -0.0112459, , , , , , , , , , , , , 23.9450294, 0.0065461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9458235, -0.0102388, , , , , , , , , , , , , 23.9458235, 0.0115816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9466176, -0.0057069, , , , , , , , , , , , , 23.9466176, 0.0182956, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9474118, -0.0031891, , , , , , , , , , , , , 23.9474118, 0.0194705, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9482059, -0.0063783, , , , , , , , , , , , , 23.9482059, 0.0166171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.949, -0.0099031, , , , , , , , , , , , , 23.949, 0.01561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9497941, -0.0095674, , , , , , , , , , , , , 23.9497941, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9505882, -0.0078889, , , , , , , , , , , , , 23.9505882, 0.0199741, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23.9513824, -0.0068818, , , , , , , , , , , , , 23.9513824, 0.0139315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
